수주번호,거래처코드,제품코드,"영업등록구분(계획, 추가)",수주량,수주단가,수주금액,수주예정일자,수주일자,납기예정일자,납기일자,생산계획확정여부,자재계획확정여부,판매수량,진행현황,적재창고위치,적재창고위치명,긴급여부,비고
HR1021030710,2005400,PEMA013043200,계획,15000,1327,19905000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,15000,완료,20000,태안,N,
HR1021030711,2005500,PEMA033041500,계획,10000,1328,13280000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,10000,완료,20000,태안,N,
HR1021030712,2005600,PEMA013026702,계획,5000,1329,6645000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,5000,완료,20000,태안,N,
HR1021030713,2005700,PEMA013026702,계획,5000,1330,6650000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,5000,완료,20000,태안,N,
HR1021030717,2005800,PEMA013128300,계획,7000,1331,9317000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,7000,완료,20000,태안,N,
HR1021030718,2005900,PEMA013122400,계획,8000,1332,10656000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,8000,완료,20000,태안,N,
HR1021030719,2006000,PEMA013122400,계획,8000,1333,10664000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,8000,완료,20000,태안,N,
HR1021030720,2006100,PEMA013122400,계획,5000,1334,6670000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,5000,완료,20000,태안,N,
HR1021030722,2006200,PEMA013010900,계획,10000,1335,13350000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,10000,완료,20000,태안,N,
HR1021030724,2006300,PEMA013104400,계획,10000,1336,13360000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,10000,완료,20000,태안,N,
HR1021030726,2006400,PEMA023024801,계획,8000,1337,10696000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,8000,완료,20000,태안,N,
HR1521030709,2006500,PEMA013004501,계획,10000,1338,13380000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,10000,완료,20000,태안,N,
HR1521030725,2006600,PEMA043023001,계획,8000,1339,10712000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,8000,완료,20000,태안,N,
HR1521030727,2006606,PEMA143057600,계획,10000,1340,13400000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,10000,완료,20000,태안,N,
PCM221030703,2006609,PEMA063061300,계획,5000,1341,6705000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,5000,완료,20000,태안,N,
PCMB21030704,2006612,PEMA073061300,계획,5000,1342,6710000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,5000,완료,20000,태안,N,
PR1021030701,2006700,PEMA013129802,계획,15000,1343,20145000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,15000,완료,20000,태안,N,
PR1021030701,2006800,PEMA013129802,계획,10000,1344,13440000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,10000,완료,20000,태안,N,
PR2021030707,2006900,PEMA023901510,계획,10000,1345,13450000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,10000,완료,20000,태안,N,
SR2A21030715,2007000,PEMA053048500,계획,10000,1346,13460000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,10000,완료,20000,태안,N,
SR3F21030706,2007100,PEMA033023006,계획,5000,1347,6735000,2021-03-07,2021-03-07,2021-03-10,2021-03-10,Y,Y,5000,완료,20000,태안,N,
580F21030819,2007200,PEMA033103000,계획,15000,1348,20220000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,15000,완료,20000,태안,N,
580F21030830,2007302,PEMA033101400,계획,15000,1349,20235000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,15000,완료,20000,태안,N,
AE21030802,2007400,SSA013035303,계획,3000,1350,4050000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,3000,완료,20000,태안,N,
AE21030805,2007500,SSA073046500,계획,1000,1351,1351000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,1000,완료,20000,태안,N,
AE21030842,2007600,SSA013085300,계획,7000,1352,9464000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,7000,완료,20000,태안,N,
CR1021030818,2007700,PEMA033040300,계획,10000,1353,13530000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
CSA421030828,2007800,PEMA013046500,계획,10000,1354,13540000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
CSA521030801,2001102,PEMA033035303,계획,5000,1355,6775000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,5000,완료,20000,태안,N,
CSA521030807,2001200,PEMA043099300,계획,10000,1356,13560000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
CSA521030825,2001300,PEMA013070800,계획,10000,1357,13570000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
CSA521030829,2001400,PEMA033035307,계획,8000,1358,10864000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,8000,완료,20000,태안,N,
CSA521030837,2001500,PEMA033035303,계획,10000,1359,13590000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
HR1021030803,2001600,PEMA033046500,계획,10000,1360,13600000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
HR1021030808,2001700,PEMA013105210,계획,9000,1361,12249000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,9000,완료,20000,태안,N,
HR1021030809,2001800,PEMA013116100,계획,10000,1362,13620000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
HR1021030811,2002000,PEMA023058200,계획,9000,1363,12267000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,9000,완료,20000,태안,N,
HR1021030812,2002100,PEMA023105100,계획,10000,1364,13640000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
HR1021030814,2002200,PEMA013132400,계획,7000,1365,9555000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,7000,완료,20000,태안,N,
HR1021030817,2002300,PEMA153048300,계획,10000,1366,13660000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
HR1021030821,2002400,PEMA043023200,계획,10000,1367,13670000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
HR1021030824,2002500,PEMA013046900,계획,10000,1368,13680000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
HR1021030826,2002600,PEMA013103100,계획,7000,1369,9583000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,7000,완료,20000,태안,N,
HR1021030833,2002700,PEMA153001100,계획,10000,1370,13700000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
HR1021030835,2002800,PEMA13031400,계획,10000,1371,13710000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
HR1021030836,2002900,PEMA013072100,계획,8000,1372,10976000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,8000,완료,20000,태안,N,
HR1021030838,2003000,PEMA043041502,계획,9000,1373,12357000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,9000,완료,20000,태안,N,
HR1021030841,2003100,PEMA253048300,계획,8000,1374,10992000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,8000,완료,20000,태안,N,
HR1521030804,2003200,PEMA053046500,계획,5000,1375,6875000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,5000,완료,20000,태안,N,
HR1521030813,2003300,PEMA033014200,계획,10000,1376,13760000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
HR1521030822,2003400,PEMA033030500,계획,11000,1377,15147000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,11000,완료,20000,태안,N,
HR1521030840,2003500,PEMA023113300,계획,10000,1378,13780000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
PCM221030834,2003600,PEMA043031800,계획,8000,1379,11032000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,8000,완료,20000,태안,N,
PR1021030806,2003700,PEMA013024804,계획,20000,1380,27600000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,20000,완료,20000,태안,N,
PR2021030810,2003800,PEMA023024804,계획,10000,1381,13810000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
SR2021030827,2003900,PEMA333048200,계획,10000,1382,13820000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
SR2A21030831,2004000,PEMA043043200,계획,7000,1383,9681000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,7000,완료,20000,태안,N,
SR3F21030823,2004100,PEMA063030500,계획,4000,1384,5536000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,4000,완료,20000,태안,N,
SR3F21030832,2004104,PEMA043046500,계획,3000,1385,4155000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,3000,완료,20000,태안,N,
580F21030902,2004200,PEMA013099150,계획,20000,1386,27720000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,20000,완료,20000,태안,N,
580F21030919,2004300,PEMA013113800,계획,15000,1387,20805000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,15000,완료,20000,태안,N,
AE21030916,2004400,SSA013035309,계획,2000,1388,2776000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,2000,완료,20000,태안,N,
AE21030935,2004500,SSA013035303,계획,2000,1389,2778000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,2000,완료,20000,태안,N,
CSA521030911,2004600,PEMA023037900,계획,8000,1390,11120000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,8000,완료,20000,태안,N,
CSA521030917,2004700,PEMA033035309,계획,7000,1391,9737000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,7000,완료,20000,태안,N,
CSA521030929,2004800,PEMA013031700,계획,10000,1392,13920000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000,완료,20000,태안,N,
CSA521030932,2004901,PEMA033120700,계획,10000,1393,13930000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000,완료,20000,태안,N,
HR1021030815,2005000,PEMA033088300,계획,7000,1394,9758000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,7000,완료,20000,태안,N,
HR1021030816,2005100,PEMA033088300,계획,5000,1395,6975000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,5000,완료,20000,태안,N,
HR1021030839,2005200,PEMA063041501,계획,10000,1396,13960000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000,완료,20000,태안,N,
HR1021030905,2005300,PEMA043101200,계획,10000,1397,13970000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000,완료,20000,태안,N,
HR1021030906,2005400,PEMA013048900,계획,8000,1398,11184000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,8000,완료,20000,태안,N,
HR1021030907,2005500,PEMA013114400,계획,10000,1399,13990000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000,완료,20000,태안,N,
HR1021030910,2005600,PEMA013041507,계획,7000,1400,9800000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,7000,완료,20000,태안,N,
HR1021030915,2005700,PEMA013032302,계획,7000,1401,9807000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,7000,완료,20000,태안,N,
HR1021030918,2005800,PEMA13031400,계획,10000,1402,14020000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000,완료,20000,태안,N,
HR1021030920,2005900,PEMA013075900,계획,10000,1403,14030000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000,완료,20000,태안,N,
HR1021030921,2006000,PEMA013000210,계획,7000,1404,9828000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,7000,완료,20000,태안,N,
HR1021030924,2006100,PEMA023034201,계획,7000,1405,9835000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,7000,완료,20000,태안,N,
HR1021030931,2006200,PEMA013087700,계획,10000,1406,14060000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000,완료,20000,태안,N,
HR1021030933,2006300,PEMA013044801,계획,10000,1407,14070000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000,완료,20000,태안,N,
HR1021030936,2006400,PEMA013061000,계획,3000,1408,4224000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000,완료,20000,태안,N,
HR1021030937,2006500,PEMA013115800,계획,5000,1409,7045000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,5000,완료,20000,태안,N,
HR1021030938,2006600,PEMA013115800,계획,5000,1410,7050000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,5000,완료,20000,태안,N,
HR1521030901,2006606,PEMA013120100,계획,10000,1411,14110000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000,완료,20000,태안,N,
HR1521030939,2006609,PEMA023061000,계획,7000,1412,9884000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,7000,완료,20000,태안,N,
PCM221030925,2006612,PEMA063061300,계획,2000,1413,2826000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,2000,완료,20000,태안,N,
PCM221030926,2006700,PEMA063061300,계획,3000,1414,4242000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000,완료,20000,태안,N,
PCMB21030927,2006800,PEMA073061300,계획,2000,1415,2830000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,2000,완료,20000,태안,N,
PCMB21030928,2006900,PEMA073061300,계획,3000,1416,4248000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000,완료,20000,태안,N,
PR1021030820,2007000,PEMA023033303,계획,15000,1417,21255000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,15000,완료,20000,태안,N,
PR1021030903,2007100,PEMA023129801,계획,22000,1418,31196000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,22000,완료,20000,태안,N,
PR1021030903,2007200,PEMA023129801,계획,3000,1419,4257000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000,완료,20000,태안,N,
PR1021030908,2007302,PEMA013901520,계획,20000,1420,28400000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,20000,완료,20000,태안,N,
PR1021030909,2007400,PEMA023019800,계획,2000,1421,2842000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,2000,완료,20000,태안,N,
SR3F21030843,2007500,PEMA013081906,계획,3000,1422,4266000,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,3000,완료,20000,태안,N,
SR3F21030934,2007600,PEMA023035303,계획,6000,1423,8538000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,6000,완료,20000,태안,N,
500F21031001,2007700,PEMA023058600,계획,3000,1424,4272000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,3000,완료,20000,태안,N,
500F21031001,2007800,PEMA023058600,계획,20000,1425,28500000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,20000,완료,20000,태안,N,
AE21030922,2001102,SSA013035315,계획,3000,1426,4278000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000,완료,20000,태안,N,
AE21030923,2001200,SSA013069401,계획,10000,1427,14270000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000,완료,20000,태안,N,
CSA521030912,2001300,PEMA023035315,계획,8000,1428,11424000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,8000,완료,20000,태안,N,
CSA521030930,2001400,PEMA013085300,계획,10000,1429,14290000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000,완료,20000,태안,N,
CSA521031009,2001500,PEMA013020300,계획,10000,1430,14300000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
CSA521031015,2001600,PEMA043116900,계획,10000,1431,14310000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
CSA521031019,2001700,PEMA013128700,계획,10000,1432,14320000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
CSA521031027,2001800,PEMA013111300,계획,10000,1433,14330000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
CSA521031028,2002000,PEMA013126100,계획,8000,1434,11472000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,8000,완료,20000,태안,N,
CSA521031031,2002100,PEMA033035303,계획,10000,1435,14350000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
HR1021030913,2002200,PEMA043030401,계획,8000,1436,11488000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,8000,완료,20000,태안,N,
HR1021031002,2002300,PEMA013099140,계획,10000,1437,14370000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
HR1021031007,2002400,PEMA033009000,계획,10000,1438,14380000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
HR1021031008,2002500,PEMA033009000,계획,10000,1439,14390000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
HR1021031010,2002600,PEMA023111400,계획,10000,1440,14400000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
HR1021031014,2002700,PEMA023100800,계획,10000,1441,14410000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
HR1021031016,2002800,PEMA013117000,계획,5000,1442,7210000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
HR1021031017,2002900,PEMA013058620,계획,10000,1443,14430000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
HR1021031018,2003000,PEMA013073200,계획,10000,1444,14440000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
HR1021031020,2003100,PEMA023026700,계획,10000,1445,14450000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
HR1021031021,2003200,PEMA093001100,계획,5000,1446,7230000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
HR1021031022,2003300,PEMA093001100,계획,5000,1447,7235000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
HR1021031023,2003400,PEMA013013100,계획,10000,1448,14480000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
HR1021031024,2003500,PEMA013052400,계획,7000,1449,10143000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,7000,완료,20000,태안,N,
HR1021031033,2003600,PEMA053049403,계획,5000,1450,7250000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
HR1021031034,2003700,PEMA053049403,계획,7000,1451,10157000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,7000,완료,20000,태안,N,
HR1521030914,2003800,PEMA033035315,계획,5000,1452,7260000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,5000,완료,20000,태안,N,
HR1521031004,2003900,PEMA013082100,계획,15000,1453,21795000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,15000,완료,20000,태안,N,
HR1521031006,2004000,PEMA033060200,계획,10000,1454,14540000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
PR1021031003,2004100,PEMA093050413,계획,14000,1455,20370000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,14000,완료,20000,태안,N,
PR1021031005,2004104,PEMA093050413,계획,14000,1456,20384000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,14000,완료,20000,태안,N,
PR1021031013,2004200,PEMA013049402,계획,10000,1457,14570000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
PR1021031013,2004300,PEMA013049402,계획,10000,1458,14580000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
PR2021030904,2004400,PEMA023045801,계획,3000,1459,4377000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000,완료,20000,태안,N,
PR2021030904,2004500,PEMA023045801,계획,22000,1460,32120000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,22000,완료,20000,태안,N,
SN4021031035,2004600,TSN4012000306,계획,5000,1461,7305000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
SR2021030940,2004700,PEMA033049301,계획,5000,1462,7310000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,5000,완료,20000,태안,N,
SR2021031012,2004800,PEMA053048519,계획,5000,1463,7315000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
SR2021031026,2004901,PEMA013076910,계획,10000,1464,14640000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
SR2A21031011,2005000,PEMA063023200,계획,5000,1465,7325000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
SR2A21031030,2005100,PEMA023117801,계획,5000,1466,7330000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
580F21031104,2005200,PEMA043090700,계획,15000,1467,22005000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,15000,완료,20000,태안,N,
580F21031105,2005300,PEMA073050413,계획,10000,1468,14680000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
580F21031105,2005400,PEMA073050413,계획,10000,1469,14690000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
AE21031112,2005500,SSA013089210,계획,2000,1470,2940000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,2000,완료,20000,태안,N,
AE21031124,2005600,SSA073046500,계획,2000,1471,2942000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,2000,완료,20000,태안,N,
AE21031126,2005700,SSA013035307,계획,1000,1472,1472000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,1000,완료,20000,태안,N,
CSA521031029,2005800,PEMA023106900,계획,10000,1473,14730000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
CSA521031102,2005900,PEMA023054400,계획,8000,1474,11792000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,8000,완료,20000,태안,N,
CSA521031114,2006000,PEMA023048701,계획,7000,1475,10325000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
CSA521031125,2006100,PEMA033035307,계획,8000,1476,11808000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,8000,완료,20000,태안,N,
HR1021031025,2006200,PEMA013064802,계획,8000,1477,11816000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,8000,완료,20000,태안,N,
HR1021031044,2006300,PEMA013103910,계획,7000,1478,10346000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
HR1021031101,2006400,PEMA373048300,계획,7000,1479,10353000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
HR1021031103,2006500,PEMA013118500,계획,10000,1480,14800000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
HR1021031108,2006600,PEMA013116700,계획,10000,1481,14810000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
HR1021031110,2006606,PEMA023041503,계획,10000,1482,14820000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
HR1021031111,2006609,PEMA043019000,계획,10000,1483,14830000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
HR1021031113,2006612,PEMA013089210,계획,8000,1484,11872000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,8000,완료,20000,태안,N,
HR1021031117,2006700,PEMA013105210,계획,9000,1485,13365000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,9000,완료,20000,태안,N,
HR1021031119,2006800,PEMA013117810,계획,8000,1486,11888000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,8000,완료,20000,태안,N,
HR1021031121,2006900,PEMA013112900,계획,5000,1487,7435000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,5000,완료,20000,태안,N,
HR1021031122,2007000,PEMA033046500,계획,5000,1488,7440000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,5000,완료,20000,태안,N,
HR1021031129,2007100,PEMA023046501,계획,10000,1489,14890000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
HR1021031131,2007200,PEMA353048300,계획,7000,1490,10430000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
HR1521031032,2007302,PEMA013120100,계획,10000,1491,14910000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
HR1521031109,2007400,PEMA053061600,계획,10000,1492,14920000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
HR1521031118,2007500,PEMA023126700,계획,10000,1493,14930000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
HR1521031123,2007600,PEMA053046500,계획,7000,1494,10458000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
PCR321031107,2007700,PEMA013123501,계획,5000,1495,7475000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,5000,완료,20000,태안,N,
SR2021031106,2007800,PEMA023041301,계획,5000,1496,7480000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,5000,완료,20000,태안,N,
SR2021031127,2001102,PEMA053062006,계획,7000,1497,10479000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
